Date,Week,Month,Quarter,Year,Product_ID,SKU,Product_Name,Category_ID,Brand_ID,Region_ID,Warehouse_ID,Channel_ID,Customer_ID,Actual_Demand_Qty,Forecast_Qty,Sales_Qty,Sales_Value,Opening_Inventory,Closing_Inventory,Safety_Stock,Reorder_Point,Lead_Time_Days,Promotion_ID,Holiday_ID,Unit_Price,Discount_%,Stockout_Flag,Lost_Sales_Qty,Returns_Qty
2025-02-06,6,2,1,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,5,5,2,10,139,164,139,2144.21,290,151,50,120,2,2,0,17.14,10,0,0,3
2025-04-05,14,4,2,2025,6,SKU006,Lemon Soda 330ml,Beverages,BVG,6,2,1,10,184,178,184,3589.84,204,20,50,120,5,1,0,19.51,0,0,0,2
2025-04-04,14,4,2,2025,28,SKU028,Hand Wash,Personal Care,PCR,1,1,3,3,162,165,162,910.44,287,125,50,120,4,1,0,5.62,0,0,0,3
2025-10-28,44,10,4,2025,38,SKU038,Cooking Oil,Home Care,HCR,3,5,4,11,88,82,88,1103.52,141,53,50,120,13,1,0,12.54,0,0,0,3
2025-03-18,12,3,1,2025,10,SKU010,Cheese Crackers,Snacks,SNK,7,5,2,17,131,108,131,1471.13,348,217,50,120,14,1,0,11.23,0,0,0,4
2025-10-19,42,10,4,2025,1,SKU001,Cola 500ml,Beverages,BVG,4,1,1,2,98,101,98,1160.32,348,250,50,120,4,4,0,14.8,20,0,0,2
2025-02-23,8,2,1,2025,14,SKU014,Popcorn,Snacks,SNK,4,4,3,1,203,196,203,2348.71,280,77,50,120,9,1,0,11.57,0,0,0,0
2025-09-15,38,9,3,2025,33,SKU033,Fabric Softener,Home Care,HCR,2,3,2,7,99,121,99,917.37,308,209,50,120,5,5,0,10.53,12,0,0,3
2025-09-10,37,9,3,2025,23,SKU023,Shampoo,Dairy,DAR,4,1,2,11,120,112,120,272.64,316,196,50,120,6,4,0,2.84,20,0,0,2
2025-11-15,46,11,4,2025,21,SKU021,Cream 250ml,Dairy,DAR,4,4,3,17,82,82,82,310.78,292,210,50,120,6,1,0,3.79,0,0,0,3
2025-08-27,35,8,3,2025,28,SKU028,Hand Wash,Personal Care,PCR,8,1,3,15,111,118,111,2176.71,199,88,50,120,3,1,0,19.61,0,0,0,4
2025-08-19,34,8,3,2025,31,SKU031,Surface Cleaner,Personal Care,PCR,2,2,3,12,237,195,173,531.59,173,0,50,120,4,6,0,3.34,8,1,64,4
2025-11-20,47,11,4,2025,40,SKU040,Tea Pack,Home Care,HCR,7,1,2,1,97,111,97,1723.69,349,252,50,120,9,1,0,17.77,0,0,0,3
2025-07-27,30,7,3,2025,18,SKU018,Yogurt Cup,Dairy,DAR,1,3,3,13,110,114,110,1883.2,150,40,50,120,3,1,0,17.12,0,0,0,1
2025-01-07,2,1,1,2025,15,SKU015,Pretzels,Snacks,SNK,2,3,4,9,149,170,149,2619.78,219,70,50,120,2,5,0,19.98,12,0,0,2
2025-02-22,8,2,1,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,6,2,3,14,133,156,133,1310.05,188,55,50,120,2,1,0,9.85,0,0,0,3
2025-10-11,41,10,4,2025,24,SKU024,Soap,Personal Care,PCR,3,3,4,2,108,92,108,1411.56,235,127,50,120,10,1,0,13.07,0,0,0,1
2025-03-29,13,3,1,2025,24,SKU024,Soap,Personal Care,PCR,5,4,2,10,152,161,152,2974.64,309,157,50,120,9,1,0,19.57,0,0,0,4
2025-12-09,50,12,4,2025,17,SKU017,Milk 1L,Dairy,DAR,8,5,2,15,103,124,103,1885.93,248,145,50,120,7,1,0,18.31,0,0,0,3
2025-08-07,32,8,3,2025,11,SKU011,Salted Peanuts,Snacks,SNK,4,3,3,19,113,123,113,411.32,262,149,50,120,5,1,0,3.64,0,0,0,0
2025-07-31,31,7,3,2025,34,SKU034,Floor Cleaner,Home Care,HCR,5,5,3,5,196,204,196,611.52,312,116,50,120,12,1,0,3.12,0,0,0,4
2025-09-28,39,9,3,2025,25,SKU025,Toothpaste,Personal Care,PCR,8,4,3,1,177,144,177,1465.56,218,41,50,120,4,2,0,9.2,10,0,0,0
2025-08-06,32,8,3,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,8,4,2,4,230,248,138,1061.57,138,0,50,120,5,3,0,9.05,15,1,92,1
2025-03-19,12,3,1,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,8,1,1,1,115,114,115,1982.6,285,170,50,120,14,1,0,17.24,0,0,0,1
2025-04-30,18,4,2,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,7,1,1,3,82,91,82,1088.96,152,70,50,120,6,1,0,13.28,0,0,0,4
2025-10-26,43,10,4,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,8,3,3,8,151,139,122,1423.74,122,0,50,120,9,1,0,11.67,0,1,29,4
2025-05-01,18,5,2,2025,25,SKU025,Toothpaste,Personal Care,PCR,4,4,4,3,93,93,93,279,198,105,50,120,6,1,0,3,0,0,0,1
2025-12-08,50,12,4,2025,21,SKU021,Cream 250ml,Dairy,DAR,6,4,2,1,144,166,144,2149.92,206,62,50,120,14,1,0,14.93,0,0,0,2
2025-09-16,38,9,3,2025,27,SKU027,Body Lotion,Personal Care,PCR,8,2,3,10,192,221,192,1054.08,329,137,50,120,3,1,0,5.49,0,0,0,4
2025-09-11,37,9,3,2025,10,SKU010,Cheese Crackers,Snacks,SNK,3,4,1,7,180,156,134,2301.05,134,0,50,120,2,2,0,19.08,10,1,46,4
2025-03-14,11,3,1,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,2,1,2,11,93,90,93,1664.7,302,209,50,120,5,1,0,17.9,0,0,0,1
2025-12-01,49,12,4,2025,21,SKU021,Cream 250ml,Dairy,DAR,6,4,2,4,241,210,216,3250.37,216,0,50,120,2,5,0,17.1,12,1,25,0
2025-05-24,21,5,2,2025,4,SKU004,Energy Drink 250ml,Beverages,BVG,6,3,4,3,217,270,217,1243.41,314,97,50,120,2,1,0,5.73,0,0,0,3
2025-04-11,15,4,2,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,7,2,4,2,184,184,184,1939.36,349,165,50,120,8,1,0,10.54,0,0,0,0
2025-08-26,35,8,3,2025,40,SKU040,Tea Pack,Home Care,HCR,6,3,3,20,103,91,103,1328.7,350,247,50,120,2,1,0,12.9,0,0,0,2
2025-12-20,51,12,4,2025,17,SKU017,Milk 1L,Dairy,DAR,2,1,2,4,161,145,161,2978.5,272,111,50,120,9,1,0,18.5,0,0,0,3
2025-07-17,29,7,3,2025,36,SKU036,Biscuits,Home Care,HCR,5,2,2,11,189,228,189,799.85,247,58,50,120,7,4,0,5.29,20,0,0,3
2025-07-05,27,7,3,2025,16,SKU016,Corn Chips,Dairy,DAR,2,1,4,18,109,114,109,562.44,160,51,50,120,10,4,0,6.45,20,0,0,2
2025-03-24,13,3,1,2025,1,SKU001,Cola 500ml,Beverages,BVG,7,4,4,6,110,130,110,581.9,141,31,50,120,5,6,0,5.75,8,0,0,1
2025-08-02,31,8,3,2025,35,SKU035,Cereal,Home Care,HCR,5,3,3,19,157,145,157,2460.19,290,133,50,120,6,1,0,15.67,0,0,0,2
2025-05-11,19,5,2,2025,19,SKU019,Butter 200g,Dairy,DAR,4,3,1,13,132,147,132,534.07,180,48,50,120,6,3,0,4.76,15,0,0,1
2025-09-17,38,9,3,2025,19,SKU019,Butter 200g,Dairy,DAR,4,4,3,2,123,107,123,255.84,146,23,50,120,6,1,0,2.08,0,0,0,1
2025-03-03,10,3,1,2025,31,SKU031,Surface Cleaner,Personal Care,PCR,5,1,1,20,123,137,123,639.6,341,218,50,120,13,1,0,5.2,0,0,0,4
2025-06-29,26,6,2,2025,29,SKU029,Laundry Detergent,Personal Care,PCR,4,1,3,14,145,169,145,390.05,185,40,50,120,12,1,0,2.69,0,0,0,2
2025-04-05,14,4,2,2025,38,SKU038,Cooking Oil,Home Care,HCR,7,1,4,18,125,107,125,1203.75,260,135,50,120,4,2,0,10.7,10,0,0,4
2025-02-16,7,2,1,2025,30,SKU030,Dishwashing Liquid,Personal Care,PCR,7,1,3,19,201,214,192,2422.66,192,0,50,120,7,2,0,14.02,10,1,9,3
2025-08-02,31,8,3,2025,36,SKU036,Biscuits,Home Care,HCR,1,4,2,14,166,176,166,941.22,223,57,50,120,3,1,0,5.67,0,0,0,0
2025-07-27,30,7,3,2025,10,SKU010,Cheese Crackers,Snacks,SNK,3,4,1,19,151,171,123,360.39,123,0,50,120,11,1,0,2.93,0,1,28,2
2025-09-16,38,9,3,2025,12,SKU012,Chocolate Cookies,Snacks,SNK,8,2,3,5,170,163,137,542.52,137,0,50,120,2,1,0,3.96,0,1,33,3
2025-06-11,24,6,2,2025,11,SKU011,Salted Peanuts,Snacks,SNK,3,2,4,20,192,167,192,3233.28,296,104,50,120,5,1,0,16.84,0,0,0,3
2025-04-04,14,4,2,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,3,2,2,2,90,88,90,762.3,218,128,50,120,10,1,0,8.47,0,0,0,0
2025-12-08,50,12,4,2025,19,SKU019,Butter 200g,Dairy,DAR,5,4,3,19,123,123,123,1307.74,337,214,50,120,5,4,0,13.29,20,0,0,3
2025-07-19,29,7,3,2025,11,SKU011,Salted Peanuts,Snacks,SNK,8,4,2,15,197,223,120,1419.12,120,0,50,120,14,2,0,13.14,10,1,77,4
2025-08-23,34,8,3,2025,37,SKU037,Fruit Jam,Home Care,HCR,2,4,1,2,195,227,195,1521,211,16,50,120,12,4,0,9.75,20,0,0,1
2025-02-12,7,2,1,2025,11,SKU011,Salted Peanuts,Snacks,SNK,7,2,1,3,184,192,133,1818.8,133,0,50,120,11,5,0,15.54,12,1,51,0
2025-04-10,15,4,2,2025,32,SKU032,Toilet Cleaner,Home Care,HCR,4,1,3,20,227,198,227,1128.19,323,96,50,120,14,1,0,4.97,0,0,0,2
2025-03-23,12,3,1,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,8,2,3,20,147,159,147,1622.88,185,38,50,120,10,1,0,11.04,0,0,0,1
2025-06-13,24,6,2,2025,12,SKU012,Chocolate Cookies,Snacks,SNK,7,2,3,4,114,123,114,1622.22,191,77,50,120,14,1,0,14.23,0,0,0,4
2025-01-25,4,1,1,2025,37,SKU037,Fruit Jam,Home Care,HCR,2,3,4,12,193,211,193,2160.83,253,60,50,120,6,2,0,12.44,10,0,0,3
2025-07-08,28,7,3,2025,9,SKU009,Potato Chips,Snacks,SNK,1,3,3,10,146,167,146,756.28,178,32,50,120,12,1,0,5.18,0,0,0,4
2025-12-06,49,12,4,2025,18,SKU018,Yogurt Cup,Dairy,DAR,7,4,3,2,82,95,82,944.57,194,112,50,120,4,5,0,13.09,12,0,0,3
2025-04-27,17,4,2,2025,34,SKU034,Floor Cleaner,Home Care,HCR,6,5,2,14,85,96,85,571.45,210,125,50,120,11,2,0,7.47,10,0,0,2
2025-10-29,44,10,4,2025,20,SKU020,Cheese Slices,Dairy,DAR,4,2,4,4,171,176,154,346.5,154,0,50,120,3,1,0,2.25,0,1,17,1
2025-12-07,49,12,4,2025,15,SKU015,Pretzels,Snacks,SNK,6,5,4,20,244,219,134,1458.99,134,0,50,120,10,4,0,13.61,20,1,110,3
2025-05-08,19,5,2,2025,16,SKU016,Corn Chips,Dairy,DAR,3,1,1,1,80,74,80,427.2,223,143,50,120,11,1,0,5.34,0,0,0,4
2025-12-03,49,12,4,2025,20,SKU020,Cheese Slices,Dairy,DAR,7,5,2,17,133,131,133,1361.87,284,151,50,120,6,6,0,11.13,8,0,0,0
2025-06-03,23,6,2,2025,9,SKU009,Potato Chips,Snacks,SNK,8,1,4,6,190,239,190,1686.06,336,146,50,120,5,2,0,9.86,10,0,0,0
2025-05-14,20,5,2,2025,37,SKU037,Fruit Jam,Home Care,HCR,5,1,3,18,101,83,101,1915.97,297,196,50,120,12,1,0,18.97,0,0,0,3
2025-12-18,51,12,4,2025,33,SKU033,Fabric Softener,Home Care,HCR,1,2,3,8,226,262,226,1068.53,348,122,50,120,13,4,0,5.91,20,0,0,1
2025-03-23,12,3,1,2025,30,SKU030,Dishwashing Liquid,Personal Care,PCR,8,4,1,1,179,177,179,960.07,273,94,50,120,8,3,0,6.31,15,0,0,1
2025-10-20,43,10,4,2025,27,SKU027,Body Lotion,Personal Care,PCR,3,1,1,4,158,151,158,2556.95,264,106,50,120,3,5,0,18.39,12,0,0,4
2025-03-24,13,3,1,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,1,1,1,3,96,119,96,1389.12,155,59,50,120,11,1,0,14.47,0,0,0,2
2025-04-13,15,4,2,2025,14,SKU014,Popcorn,Snacks,SNK,7,1,2,7,209,263,209,2608.32,342,133,50,120,5,4,0,15.6,20,0,0,0
2025-01-18,3,1,1,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,3,1,2,10,106,107,106,1122.54,193,87,50,120,7,1,0,10.59,0,0,0,2
2025-08-05,32,8,3,2025,21,SKU021,Cream 250ml,Dairy,DAR,6,5,4,10,155,162,155,2430.4,303,148,50,120,11,1,0,15.68,0,0,0,0
2025-07-31,31,7,3,2025,18,SKU018,Yogurt Cup,Dairy,DAR,4,1,3,6,200,221,200,574,300,100,50,120,8,1,0,2.87,0,0,0,0
2025-09-26,39,9,3,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,3,4,3,17,92,85,92,1334.92,245,153,50,120,6,1,0,14.51,0,0,0,4
2025-03-23,12,3,1,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,2,4,1,11,121,143,121,481.58,162,41,50,120,7,1,0,3.98,0,0,0,0
2025-07-25,30,7,3,2025,22,SKU022,Flavored Milk,Dairy,DAR,5,4,2,13,123,115,123,618.05,215,92,50,120,12,5,0,5.71,12,0,0,1
2025-08-24,34,8,3,2025,28,SKU028,Hand Wash,Personal Care,PCR,8,5,3,6,82,85,82,1444.84,159,77,50,120,9,1,0,17.62,0,0,0,3
2025-12-19,51,12,4,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,4,3,3,20,156,149,156,1928,346,190,50,120,4,3,0,14.54,15,0,0,1
2025-05-07,19,5,2,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,2,2,1,7,298,322,168,951.05,168,0,50,120,8,3,0,6.66,15,1,130,1
2025-03-17,12,3,1,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,5,2,4,15,159,177,159,2341.75,283,124,50,120,2,4,0,18.41,20,0,0,0
2025-07-24,30,7,3,2025,35,SKU035,Cereal,Home Care,HCR,1,2,3,20,219,225,219,1284.22,281,62,50,120,13,4,0,7.33,20,0,0,3
2025-01-03,1,1,1,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,4,5,2,6,224,225,224,1824.03,285,61,50,120,12,3,1,9.58,15,0,0,0
2025-08-21,34,8,3,2025,14,SKU014,Popcorn,Snacks,SNK,7,2,3,14,124,148,124,788.64,227,103,50,120,9,1,0,6.36,0,0,0,3
2025-01-11,2,1,1,2025,26,SKU026,Face Wash,Personal Care,PCR,6,1,4,16,223,211,223,1063.71,343,120,50,120,3,2,0,5.3,10,0,0,0
2025-05-09,19,5,2,2025,8,SKU008,Sparkling Water 500ml,Snacks,SNK,2,5,4,18,140,125,140,1589,171,31,50,120,5,1,0,11.35,0,0,0,3
2025-09-20,38,9,3,2025,22,SKU022,Flavored Milk,Dairy,DAR,3,4,1,20,168,174,168,971.04,236,68,50,120,7,1,0,5.78,0,0,0,0
2025-05-10,19,5,2,2025,25,SKU025,Toothpaste,Personal Care,PCR,6,5,3,4,154,169,154,2049.74,227,73,50,120,5,1,0,13.31,0,0,0,2
2025-07-25,30,7,3,2025,14,SKU014,Popcorn,Snacks,SNK,3,2,1,7,289,264,220,1997.95,220,0,50,120,9,5,0,10.32,12,1,69,4
2025-04-26,17,4,2,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,7,4,3,18,140,130,140,1826.72,329,189,50,120,12,4,0,16.31,20,0,0,1
2025-08-29,35,8,3,2025,15,SKU015,Pretzels,Snacks,SNK,3,4,1,9,131,132,131,2579.39,184,53,50,120,7,1,0,19.69,0,0,0,1
2025-12-02,49,12,4,2025,38,SKU038,Cooking Oil,Home Care,HCR,6,2,3,13,210,201,141,1955.67,141,0,50,120,2,1,0,13.87,0,1,69,0
2025-10-17,42,10,4,2025,13,SKU013,Nachos,Snacks,SNK,1,2,1,10,124,132,124,247.7,269,145,50,120,6,5,0,2.27,12,0,0,4
2025-02-21,8,2,1,2025,40,SKU040,Tea Pack,Home Care,HCR,7,5,2,20,136,132,136,646,320,184,50,120,13,1,0,4.75,0,0,0,4
2025-02-16,7,2,1,2025,25,SKU025,Toothpaste,Personal Care,PCR,4,5,1,15,282,263,170,1667.7,170,0,50,120,12,2,0,10.9,10,1,112,0
2025-10-12,41,10,4,2025,15,SKU015,Pretzels,Snacks,SNK,8,4,2,16,162,179,162,1948.86,246,84,50,120,5,1,0,12.03,0,0,0,3
2025-03-26,13,3,1,2025,1,SKU001,Cola 500ml,Beverages,BVG,5,4,3,14,75,76,75,909.75,298,223,50,120,8,1,0,12.13,0,0,0,0
2025-04-03,14,4,2,2025,27,SKU027,Body Lotion,Personal Care,PCR,6,1,4,16,83,92,83,1402.12,308,225,50,120,14,2,0,18.77,10,0,0,1
2025-01-18,3,1,1,2025,35,SKU035,Cereal,Home Care,HCR,6,4,2,10,175,189,175,2425.5,340,165,50,120,8,1,0,13.86,0,0,0,2
2025-08-05,32,8,3,2025,38,SKU038,Cooking Oil,Home Care,HCR,6,5,3,17,86,97,86,936.54,331,245,50,120,7,1,0,10.89,0,0,0,1
2025-12-02,49,12,4,2025,20,SKU020,Cheese Slices,Dairy,DAR,2,1,4,18,102,107,102,438.6,196,94,50,120,8,1,0,4.3,0,0,0,4
2025-10-21,43,10,4,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,1,5,4,20,130,146,130,2416.7,330,200,50,120,4,1,0,18.59,0,0,0,4
2025-12-15,51,12,4,2025,24,SKU024,Soap,Personal Care,PCR,3,1,4,4,88,92,88,451.44,315,227,50,120,12,1,0,5.13,0,0,0,0
2025-07-08,28,7,3,2025,30,SKU030,Dishwashing Liquid,Personal Care,PCR,3,4,1,11,134,138,134,2065.96,186,52,50,120,2,5,0,17.52,12,0,0,3
2025-10-17,42,10,4,2025,7,SKU007,Mango Juice 1L,Beverages,BVG,7,5,4,15,106,105,106,394.96,331,225,50,120,3,2,0,4.14,10,0,0,0
2025-12-15,51,12,4,2025,6,SKU006,Lemon Soda 330ml,Beverages,BVG,8,2,2,1,115,118,115,401.35,146,31,50,120,8,1,0,3.49,0,0,0,0
2025-01-05,1,1,1,2025,1,SKU001,Cola 500ml,Beverages,BVG,3,4,1,9,143,136,143,2271.55,175,32,50,120,13,2,0,17.65,10,0,0,4
2025-05-05,19,5,2,2025,3,SKU003,Mineral Water 1.5L,Beverages,BVG,3,1,3,18,162,182,162,2404.08,311,149,50,120,13,1,0,14.84,0,0,0,3
2025-08-24,34,8,3,2025,24,SKU024,Soap,Personal Care,PCR,1,5,1,13,139,176,128,254.59,128,0,50,120,6,2,0,2.21,10,1,11,2
2025-11-04,45,11,4,2025,30,SKU030,Dishwashing Liquid,Personal Care,PCR,8,2,2,4,190,207,190,2869,267,77,50,120,7,1,0,15.1,0,0,0,1
2025-11-19,47,11,4,2025,21,SKU021,Cream 250ml,Dairy,DAR,6,3,3,2,255,227,189,2437.34,189,0,50,120,11,4,0,16.12,20,1,66,4
2025-06-20,25,6,2,2025,33,SKU033,Fabric Softener,Home Care,HCR,4,4,4,13,98,100,98,1079.72,199,101,50,120,11,5,0,12.52,12,0,0,1
2025-08-20,34,8,3,2025,22,SKU022,Flavored Milk,Dairy,DAR,1,3,2,19,73,77,73,916.88,160,87,50,120,4,1,0,12.56,0,0,0,2
2025-10-08,41,10,4,2025,35,SKU035,Cereal,Home Care,HCR,7,2,2,10,202,232,202,1950.71,261,59,50,120,11,2,0,10.73,10,0,0,0
2025-12-13,50,12,4,2025,4,SKU004,Energy Drink 250ml,Beverages,BVG,8,5,1,18,136,140,122,1982.5,122,0,50,120,14,1,0,16.25,0,1,14,2
2025-02-02,5,2,1,2025,27,SKU027,Body Lotion,Personal Care,PCR,4,2,2,7,242,226,242,1882.76,253,11,50,120,3,1,0,7.78,0,0,0,1
2025-12-25,52,12,4,2025,19,SKU019,Butter 200g,Dairy,DAR,8,3,1,12,172,168,158,1015.94,158,0,50,120,12,1,4,6.43,0,1,14,3
2025-02-11,7,2,1,2025,1,SKU001,Cola 500ml,Beverages,BVG,4,5,4,19,87,84,87,321.03,125,38,50,120,11,1,0,3.69,0,0,0,1
2025-05-14,20,5,2,2025,16,SKU016,Corn Chips,Dairy,DAR,3,3,1,11,200,170,200,2231.68,316,116,50,120,5,5,0,12.68,12,0,0,1
2025-07-13,28,7,3,2025,10,SKU010,Cheese Crackers,Snacks,SNK,2,5,4,4,88,86,88,902,300,212,50,120,13,1,0,10.25,0,0,0,0
2025-05-12,20,5,2,2025,9,SKU009,Potato Chips,Snacks,SNK,3,4,2,12,161,142,161,1790.32,291,130,50,120,5,1,0,11.12,0,0,0,1
2025-03-30,13,3,1,2025,13,SKU013,Nachos,Snacks,SNK,1,3,4,2,121,155,121,2211.88,261,140,50,120,3,1,0,18.28,0,0,0,1
2025-06-12,24,6,2,2025,2,SKU002,Orange Juice 1L,Beverages,BVG,2,4,3,12,186,206,186,1571.51,271,85,50,120,6,3,0,9.94,15,0,0,3
